previous,age,education,gender,children
No,48,unknown,Female,2
No,46,tertiary,Female,2
No,35,secondary,Female,0
No,41,tertiary,Female,0
No,57,tertiary,Female,2
No,41,secondary,Female,3
No,55,tertiary,Female,2
No,78,tertiary,Female,2
No,52,primary,Female,2
No,37,primary,Female,1
No,45,secondary,Female,2
No,56,secondary,Female,2
No,49,unknown,Female,2
No,51,tertiary,Female,2
No,59,unknown,Female,2
No,51,primary,Female,0
No,46,tertiary,Female,2
No,63,unknown,Female,2
No,39,secondary,Female,2
No,49,tertiary,Female,2
No,61,primary,Female,2
No,68,tertiary,Female,2
No,42,tertiary,Female,0
No,49,tertiary,Female,0
No,64,tertiary,Female,2
No,40,tertiary,Female,0
No,56,secondary,Female,2
No,31,tertiary,Female,1
No,43,unknown,Female,0
No,50,secondary,Female,0
No,46,tertiary,Female,0
No,33,tertiary,Female,0
No,55,primary,Female,2
No,44,primary,Female,0
No,43,unknown,Female,2
No,65,tertiary,Female,2
No,63,secondary,Female,2
No,29,primary,Female,0
No,57,primary,Female,2
No,46,primary,Female,2
No,21,unknown,Female,0
No,27,tertiary,Female,0
No,51,tertiary,Female,0
No,67,primary,Female,2
No,50,primary,Female,2
No,33,secondary,Female,0
No,45,unknown,Female,0
No,26,tertiary,Female,0
No,25,unknown,Female,0
No,38,secondary,Female,0
No,48,primary,Female,2
No,50,tertiary,Female,2
No,47,primary,Female,2
No,48,unknown,Female,2
No,34,unknown,Female,0
No,33,primary,Female,0
No,68,secondary,Female,2
Yes,43,primary,Female,2
No,55,secondary,Female,2
No,59,secondary,Female,3
No,29,primary,Female,0
No,48,tertiary,Female,2
No,39,unknown,Female,0
No,53,tertiary,Female,2
No,59,primary,Female,2
No,44,primary,Female,0
No,54,secondary,Female,2
No,36,unknown,Female,0
No,43,unknown,Female,2
No,53,tertiary,Female,0
No,46,tertiary,Female,2
No,37,unknown,Female,0
No,55,unknown,Female,2
No,44,tertiary,Female,0
No,47,tertiary,Female,0
No,40,unknown,Female,0
No,22,secondary,Female,1
No,62,tertiary,Female,0
Yes,66,unknown,Female,0
No,44,unknown,Female,0
No,50,secondary,Female,2
No,34,primary,Female,0
No,52,tertiary,Female,0
No,46,unknown,Female,0
No,50,primary,Female,0
No,55,unknown,Female,2
No,62,primary,Female,2
No,30,primary,Female,1
No,52,secondary,Female,2
No,48,secondary,Female,0
No,46,tertiary,Female,2
No,42,tertiary,Female,0
No,47,tertiary,Female,2
No,66,tertiary,Female,0
No,34,primary,Female,0
No,44,secondary,Female,2
No,20,unknown,Female,0
No,65,unknown,Female,0
No,38,primary,Female,0
No,71,tertiary,Female,2
No,54,tertiary,Female,0
No,70,secondary,Female,2
No,71,tertiary,Female,2
No,28,unknown,Female,0
No,52,primary,Female,2
No,45,primary,Female,0
No,41,secondary,Female,0
No,48,unknown,Female,2
No,60,primary,Female,2
No,63,tertiary,Female,2
No,57,primary,Female,2
No,53,tertiary,Female,2
No,57,secondary,Female,0
No,33,secondary,Female,0
No,37,primary,Female,1
No,60,tertiary,Female,0
No,32,primary,Female,0
No,46,unknown,Female,0
No,60,tertiary,Female,2
No,37,unknown,Female,0
No,38,secondary,Female,1
No,20,unknown,Female,0
No,34,primary,Female,0
No,58,tertiary,Female,0
No,62,unknown,Female,2
No,57,tertiary,Female,2
No,42,unknown,Female,2
No,25,unknown,Female,1
No,45,primary,Female,2
No,39,tertiary,Female,1
No,54,tertiary,Female,2
No,48,primary,Female,2
No,42,unknown,Female,0
No,23,tertiary,Female,0
No,55,tertiary,Female,0
No,52,tertiary,Female,2
No,50,unknown,Female,0
No,68,unknown,Female,2
No,63,primary,Female,0
No,58,tertiary,Female,2
No,50,primary,Female,0
No,30,unknown,Female,0
No,57,secondary,Female,2
No,45,tertiary,Female,2
No,49,unknown,Female,2
No,42,secondary,Female,0
No,25,secondary,Female,0
No,37,secondary,Female,2
No,49,unknown,Female,2
No,46,secondary,Female,0
No,50,secondary,Female,3
No,55,secondary,Female,2
No,49,primary,Female,2
Yes,53,tertiary,Female,2
No,56,secondary,Female,2
No,46,unknown,Female,0
No,31,secondary,Female,0
No,39,tertiary,Female,1
No,49,tertiary,Female,2
No,46,unknown,Female,2
No,44,secondary,Female,2
No,44,unknown,Female,2
No,58,tertiary,Female,2
No,65,tertiary,Female,2
No,45,primary,Female,2
No,55,tertiary,Female,0
No,52,tertiary,Female,2
No,43,unknown,Female,2
No,49,unknown,Female,0
No,56,tertiary,Female,2
No,42,unknown,Female,0
No,46,tertiary,Female,2
No,54,unknown,Female,2
Yes,48,primary,Female,2
No,49,tertiary,Female,2
No,53,unknown,Female,0
No,48,unknown,Female,2
No,48,tertiary,Female,0
No,62,tertiary,Female,2
No,36,tertiary,Female,1
No,45,secondary,Female,2
No,59,primary,Female,0
No,51,unknown,Female,2
No,47,primary,Female,0
No,51,primary,Female,2
No,63,tertiary,Female,2
No,30,primary,Female,1
No,46,primary,Female,0
No,50,unknown,Female,2
No,70,primary,Female,2
No,57,tertiary,Female,0
No,70,secondary,Female,2
No,63,primary,Female,2
No,63,secondary,Female,3
No,52,unknown,Female,2
No,37,secondary,Female,2
No,40,unknown,Female,0
Yes,48,primary,Female,2
No,70,tertiary,Female,2
No,49,tertiary,Female,0
No,38,secondary,Female,1
No,66,secondary,Female,2
No,51,tertiary,Female,0
No,41,tertiary,Female,2
No,49,unknown,Female,2
No,71,tertiary,Female,0
No,62,secondary,Female,2
No,48,unknown,Female,0
No,34,tertiary,Female,0
No,40,tertiary,Female,0
No,76,primary,Female,2
No,46,secondary,Female,2
No,41,tertiary,Female,2
No,55,unknown,Female,0
No,43,tertiary,Female,2
No,31,secondary,Female,0
No,40,unknown,Female,0
No,53,tertiary,Female,2
No,44,secondary,Female,0
No,55,primary,Female,2
No,42,primary,Female,0
No,64,tertiary,Female,2
Yes,35,tertiary,Female,1
No,56,unknown,Female,0
No,57,tertiary,Female,2
No,51,tertiary,Female,0
No,53,tertiary,Female,0
No,39,secondary,Female,2
No,35,primary,Female,0
No,41,unknown,Female,0
No,35,primary,Female,0
No,48,primary,Female,0
No,50,tertiary,Female,0
No,48,secondary,Female,2
No,57,tertiary,Female,0
Yes,35,primary,Female,1
No,40,tertiary,Female,1
No,55,unknown,Female,2
No,74,secondary,Female,0
No,56,primary,Female,2
No,46,primary,Female,2
No,58,primary,Female,2
No,45,secondary,Female,0
No,46,tertiary,Female,2
No,36,primary,Female,0
No,40,tertiary,Female,0
No,43,tertiary,Female,0
No,58,secondary,Female,3
No,51,primary,Female,2
No,63,primary,Female,0
No,54,secondary,Female,3
No,45,unknown,Female,0
No,52,unknown,Female,0
No,40,tertiary,Female,0
No,54,unknown,Female,2
No,56,tertiary,Female,0
No,46,primary,Female,0
No,45,primary,Female,2
Yes,55,primary,Female,2
No,55,secondary,Female,2
No,45,tertiary,Female,0
No,44,unknown,Female,0
No,46,tertiary,Female,0
No,54,unknown,Female,2
No,68,tertiary,Female,2
No,54,tertiary,Female,2
No,43,tertiary,Female,2
No,40,tertiary,Female,0
Yes,55,secondary,Female,3
No,55,primary,Female,0
No,54,secondary,Female,3
No,49,unknown,Female,0
No,66,primary,Female,2
Yes,39,primary,Female,0
No,45,tertiary,Female,0
No,31,secondary,Female,1
No,53,primary,Female,2
No,43,primary,Female,2
No,61,tertiary,Female,2
No,47,tertiary,Female,2
No,55,primary,Female,0
No,54,secondary,Female,2
No,50,primary,Female,0
No,54,tertiary,Female,2
No,58,secondary,Female,3
Yes,58,tertiary,Female,2
No,52,secondary,Female,2
No,57,tertiary,Female,0
No,54,tertiary,Female,2
No,38,primary,Female,1
No,57,unknown,Female,2
No,48,unknown,Female,2
No,43,tertiary,Female,2
No,37,tertiary,Female,0
No,42,unknown,Female,2
No,48,unknown,Female,2
No,46,tertiary,Female,0
No,38,unknown,Female,0
No,52,tertiary,Female,2
No,43,tertiary,Female,2
No,40,primary,Female,1
No,63,tertiary,Female,0
No,54,unknown,Female,0
No,34,secondary,Female,0
No,59,unknown,Female,0
No,53,unknown,Female,2
No,53,primary,Female,0
No,37,secondary,Female,1
No,72,tertiary,Female,2
No,54,primary,Female,0
No,44,secondary,Female,0
No,46,primary,Female,2
No,52,tertiary,Female,0
No,52,secondary,Female,3
No,72,tertiary,Female,0
No,49,tertiary,Female,0
No,46,tertiary,Female,0
No,39,unknown,Female,0
No,48,tertiary,Female,2
No,48,tertiary,Female,0
No,37,unknown,Female,0
No,43,secondary,Female,0
No,48,unknown,Female,2
No,38,secondary,Female,2
No,64,primary,Female,2
No,69,primary,Female,2
No,29,primary,Female,1
No,56,unknown,Female,0
No,54,primary,Female,2
No,31,unknown,Female,1
No,45,primary,Female,2
No,35,secondary,Female,2
No,24,secondary,Female,2
No,53,secondary,Female,3
No,34,tertiary,Female,1
No,57,secondary,Female,0
No,24,unknown,Female,0
No,49,secondary,Female,2
No,59,secondary,Female,3
No,58,unknown,Female,0
No,52,primary,Female,0
No,35,secondary,Female,1
No,36,tertiary,Female,0
No,37,unknown,Female,0
No,20,secondary,Female,0
No,61,unknown,Female,0
No,41,tertiary,Female,0
No,41,unknown,Female,0
No,43,tertiary,Female,2
No,69,secondary,Female,3
No,64,tertiary,Female,0
Yes,60,primary,Female,0
No,52,primary,Female,2
No,32,tertiary,Female,0
No,49,tertiary,Female,0
No,40,tertiary,Female,0
No,62,tertiary,Female,0
No,43,unknown,Female,0
No,44,tertiary,Female,2
No,41,tertiary,Female,0
No,57,secondary,Female,3
No,57,unknown,Female,0
No,49,primary,Female,0
No,40,tertiary,Female,0
No,18,tertiary,Female,0
No,35,unknown,Female,0
No,50,tertiary,Female,2
No,52,secondary,Female,0
No,51,primary,Female,0
No,53,tertiary,Female,2
No,55,tertiary,Female,0
No,43,tertiary,Female,0
No,41,secondary,Female,0
No,66,primary,Female,0
No,56,tertiary,Female,0
No,53,tertiary,Female,2
No,60,tertiary,Female,2
No,43,tertiary,Female,0
No,37,unknown,Female,0
No,53,tertiary,Female,0
No,38,unknown,Female,0
No,57,unknown,Female,2
No,33,primary,Female,1
No,36,tertiary,Female,0
No,30,unknown,Female,0
No,50,tertiary,Female,0
No,53,tertiary,Female,2
No,56,primary,Female,2
No,39,tertiary,Female,0
No,38,primary,Female,0
No,61,secondary,Female,3
No,38,tertiary,Female,0
No,62,primary,Female,2
No,59,tertiary,Female,2
Yes,43,unknown,Female,0
No,43,tertiary,Female,2
No,37,tertiary,Female,0
No,65,unknown,Female,2
No,44,primary,Female,0
No,34,tertiary,Female,0
No,61,secondary,Female,3
No,66,tertiary,Female,2
No,57,unknown,Female,0
No,52,primary,Female,0
No,37,unknown,Female,0
No,51,primary,Female,2
No,34,tertiary,Female,1
No,49,tertiary,Female,0
Yes,48,tertiary,Female,2
No,43,secondary,Female,2
No,53,secondary,Female,2
No,67,tertiary,Female,0
No,50,primary,Female,2
Yes,48,primary,Female,2
No,34,unknown,Female,0
No,53,unknown,Female,2
Yes,22,secondary,Female,1
No,44,tertiary,Female,0
No,53,primary,Female,0
No,71,unknown,Female,2
No,35,unknown,Female,0
No,72,secondary,Female,3
No,51,tertiary,Female,2
No,63,tertiary,Female,0
No,55,tertiary,Female,0
No,54,primary,Female,2
No,37,tertiary,Female,0
No,56,tertiary,Female,0
Yes,25,primary,Female,1
No,40,primary,Female,0
No,39,tertiary,Female,0
No,38,unknown,Female,1
No,46,unknown,Female,0
No,42,tertiary,Female,2
No,55,unknown,Female,0
No,50,secondary,Female,3
No,41,tertiary,Female,2
No,50,tertiary,Female,0
No,57,tertiary,Female,2
No,46,secondary,Female,2
No,49,primary,Female,0
No,47,unknown,Female,2
No,31,tertiary,Female,0
No,55,secondary,Female,0
No,52,primary,Female,0
No,64,tertiary,Female,2
No,47,secondary,Female,2
No,71,primary,Female,2
No,41,tertiary,Female,0
No,38,tertiary,Female,1
No,41,primary,Female,0
No,34,unknown,Female,1
No,51,secondary,Female,0
No,46,tertiary,Female,0
No,63,tertiary,Female,0
No,33,tertiary,Female,0
No,53,unknown,Female,2
No,31,primary,Female,1
No,54,unknown,Female,0
No,66,tertiary,Female,0
No,58,tertiary,Female,0
No,35,tertiary,Female,1
No,51,tertiary,Female,2
No,42,tertiary,Female,0
No,49,tertiary,Female,0
No,28,tertiary,Female,2
No,51,primary,Female,2
No,46,tertiary,Female,0
No,46,tertiary,Female,2
No,44,primary,Female,2
No,73,unknown,Female,0
No,42,tertiary,Female,0
No,34,secondary,Female,0
No,37,tertiary,Female,1
No,45,unknown,Female,2
No,45,primary,Female,0
Yes,37,primary,Female,1
No,33,primary,Female,1
No,62,primary,Female,2
No,58,tertiary,Female,0
No,63,tertiary,Female,0
No,41,tertiary,Female,1
No,49,secondary,Female,2
Yes,22,secondary,Female,0
No,44,unknown,Female,1
No,45,tertiary,Female,1
No,58,secondary,Female,2
No,35,tertiary,Female,1
No,38,tertiary,Female,0
No,52,primary,Female,0
No,40,unknown,Female,1
No,29,unknown,Female,0
No,32,primary,Female,0
No,42,unknown,Female,3
No,40,tertiary,Female,0
No,40,secondary,Female,1
No,37,primary,Female,0
No,42,unknown,Female,1
No,42,secondary,Female,1
No,22,tertiary,Female,0
No,47,secondary,Female,1
No,53,primary,Female,1
Yes,22,primary,Female,0
No,45,unknown,Female,1
No,18,primary,Female,0
No,35,tertiary,Female,3
No,35,tertiary,Female,0
No,31,tertiary,Female,0
No,41,tertiary,Female,0
No,35,unknown,Female,0
Yes,38,tertiary,Female,1
No,50,tertiary,Female,1
No,33,secondary,Female,2
No,24,tertiary,Female,1
No,41,tertiary,Female,0
No,37,tertiary,Female,0
No,28,primary,Female,1
No,46,tertiary,Female,3
No,51,secondary,Female,2
No,45,primary,Female,1
No,26,tertiary,Female,0
No,56,primary,Female,1
No,56,unknown,Female,1
No,52,tertiary,Female,1
No,25,tertiary,Female,0
No,40,primary,Female,2
Yes,25,tertiary,Female,0
No,43,primary,Female,0
No,38,tertiary,Female,0
No,32,primary,Female,0
No,44,tertiary,Female,1
No,31,secondary,Female,0
No,43,primary,Female,1
No,36,unknown,Female,0
No,53,tertiary,Female,2
No,44,unknown,Female,2
No,16,unknown,Female,0
No,60,tertiary,Female,1
No,29,secondary,Female,0
No,50,primary,Female,2
No,30,primary,Female,0
No,60,tertiary,Female,1
No,23,unknown,Female,0
No,27,unknown,Female,0
No,36,primary,Female,0
No,61,unknown,Female,3
No,51,unknown,Female,2
No,26,tertiary,Female,2
No,50,tertiary,Female,0
No,44,tertiary,Female,1
No,50,secondary,Female,1
No,55,tertiary,Female,3
Yes,34,tertiary,Female,0
No,39,tertiary,Female,0
No,23,secondary,Female,1
No,47,tertiary,Female,1
No,32,secondary,Female,0
No,47,tertiary,Female,2
No,18,tertiary,Female,0
No,45,secondary,Female,0
No,26,unknown,Female,0
No,69,tertiary,Female,2
No,46,primary,Female,0
No,36,tertiary,Female,1
No,75,unknown,Female,2
No,56,unknown,Female,2
No,44,secondary,Female,0
No,28,unknown,Female,0
No,75,secondary,Female,2
No,57,unknown,Female,2
No,54,tertiary,Female,1
Yes,30,primary,Female,1
No,30,tertiary,Female,0
No,31,primary,Female,0
No,60,tertiary,Female,0
No,28,primary,Female,0
No,48,tertiary,Female,2
No,45,tertiary,Female,2
No,36,primary,Female,2
No,58,tertiary,Female,2
No,31,tertiary,Female,0
No,37,unknown,Female,3
No,63,tertiary,Female,3
No,23,secondary,Female,0
No,43,tertiary,Female,1
No,73,tertiary,Female,2
No,25,secondary,Female,1
No,28,secondary,Female,0
No,40,secondary,Female,1
No,63,secondary,Female,2
No,25,tertiary,Female,0
No,52,unknown,Female,1
No,40,secondary,Female,1
No,34,secondary,Female,2
Yes,53,tertiary,Female,1
No,40,primary,Female,0
No,32,tertiary,Female,0
No,18,tertiary,Female,0
Yes,30,secondary,Female,0
No,51,primary,Female,2
No,28,unknown,Female,0
No,20,tertiary,Female,0
Yes,43,unknown,Female,0
No,56,secondary,Female,2
No,41,tertiary,Female,1
No,35,primary,Female,0
No,55,secondary,Female,2
No,31,secondary,Female,0
No,42,unknown,Female,0
No,61,tertiary,Female,3
No,30,primary,Female,0
No,39,secondary,Female,0
No,50,secondary,Female,1
No,36,unknown,Female,2
No,27,tertiary,Female,0
No,57,tertiary,Female,2
No,57,tertiary,Female,2
No,42,tertiary,Female,0
No,55,tertiary,Female,1
No,37,unknown,Female,1
No,30,unknown,Female,4
Yes,25,secondary,Female,1
No,25,primary,Female,0
No,31,tertiary,Female,0
No,51,tertiary,Female,3
No,34,tertiary,Female,1
No,57,primary,Female,1
Yes,47,secondary,Female,2
No,39,unknown,Female,2
No,26,primary,Female,0
No,26,primary,Female,0
No,51,tertiary,Female,3
No,36,unknown,Female,1
No,32,tertiary,Female,1
No,49,primary,Female,0
No,25,tertiary,Female,0
No,27,tertiary,Female,0
No,60,secondary,Female,1
No,37,primary,Female,1
No,44,tertiary,Female,0
No,32,tertiary,Female,0
No,42,secondary,Female,3
No,46,primary,Female,2
No,16,unknown,Female,0
No,56,tertiary,Female,1
No,44,primary,Female,2
No,29,tertiary,Female,0
No,40,secondary,Female,0
Yes,50,tertiary,Female,1
No,47,secondary,Female,2
No,47,unknown,Female,2
No,22,unknown,Female,0
No,39,tertiary,Female,0
No,31,primary,Female,0
No,53,secondary,Female,1
No,36,primary,Female,0
No,47,primary,Female,1
No,29,tertiary,Female,0
No,64,tertiary,Female,1
No,41,tertiary,Female,1
No,34,secondary,Female,0
No,55,unknown,Female,3
No,34,primary,Female,0
No,28,unknown,Female,0
No,24,secondary,Female,0
Yes,42,tertiary,Female,0
No,20,tertiary,Female,0
No,28,primary,Female,0
No,37,unknown,Female,0
No,46,tertiary,Female,0
No,32,primary,Female,1
No,31,tertiary,Female,1
No,30,tertiary,Female,1
No,47,tertiary,Female,1
No,29,secondary,Female,0
No,38,primary,Female,0
No,36,tertiary,Female,0
No,27,primary,Female,0
No,49,secondary,Female,2
No,45,unknown,Female,2
No,43,primary,Female,2
Yes,27,unknown,Female,0
No,32,unknown,Female,0
No,16,tertiary,Female,0
No,14,unknown,Female,0
No,46,tertiary,Female,2
No,23,tertiary,Female,0
No,22,unknown,Female,0
No,47,tertiary,Female,1
No,18,primary,Female,0
No,35,secondary,Female,2
No,29,tertiary,Female,0
No,43,secondary,Female,1
No,34,unknown,Female,3
No,32,secondary,Female,1
No,37,unknown,Female,1
No,18,tertiary,Female,0
No,42,unknown,Female,2
No,38,secondary,Female,2
No,46,tertiary,Female,1
No,49,primary,Female,0
No,27,tertiary,Female,1
No,21,primary,Female,0
No,28,tertiary,Female,0
No,41,tertiary,Female,0
No,62,tertiary,Female,2
No,46,tertiary,Female,0
No,33,unknown,Female,0
No,48,primary,Female,2
No,34,primary,Female,0
No,47,tertiary,Female,1
No,42,tertiary,Female,1
No,51,tertiary,Female,2
No,43,tertiary,Female,1
No,49,tertiary,Female,3
No,26,tertiary,Female,0
No,39,tertiary,Female,0
No,62,tertiary,Female,1
No,31,primary,Female,0
No,34,tertiary,Female,1
No,38,tertiary,Female,0
No,32,primary,Female,0
No,44,secondary,Female,0
No,58,tertiary,Female,1
No,66,secondary,Female,2
No,41,primary,Female,0
No,41,tertiary,Female,2
No,46,tertiary,Female,0
No,38,primary,Female,1
No,43,tertiary,Female,1
No,51,primary,Female,1
No,56,tertiary,Female,2
No,35,secondary,Female,0
No,51,secondary,Female,1
No,48,tertiary,Female,1
No,51,tertiary,Female,1
No,41,primary,Female,2
No,58,tertiary,Female,1
No,58,unknown,Female,2
No,45,tertiary,Female,1
No,29,tertiary,Female,0
No,17,tertiary,Female,0
No,34,tertiary,Female,0
No,21,primary,Female,0
No,36,tertiary,Female,1
No,60,unknown,Female,1
No,58,secondary,Female,0
No,51,secondary,Female,0
No,57,tertiary,Female,1
No,56,secondary,Female,1
No,25,tertiary,Female,0
No,31,tertiary,Female,1
No,42,unknown,Female,0
No,15,unknown,Female,0
No,24,tertiary,Female,0
No,33,tertiary,Female,0
No,40,tertiary,Female,1
Yes,54,tertiary,Female,1
No,29,unknown,Female,0
No,61,tertiary,Female,2
No,63,primary,Female,2
No,20,secondary,Female,0
No,33,primary,Female,1
No,56,primary,Female,3
No,47,secondary,Female,3
No,32,secondary,Female,1
No,53,tertiary,Female,0
No,26,primary,Female,0
No,48,primary,Female,1
No,55,tertiary,Female,2
No,46,tertiary,Female,1
No,27,unknown,Female,0
No,30,tertiary,Female,2
No,17,secondary,Female,0
No,56,unknown,Female,1
No,57,unknown,Female,1
No,42,tertiary,Female,0
No,24,secondary,Female,0
No,49,secondary,Female,3
No,52,primary,Female,0
No,40,primary,Female,0
No,21,primary,Female,0
No,20,tertiary,Female,0
No,45,tertiary,Female,2
No,50,secondary,Female,1
No,54,secondary,Female,1
No,33,primary,Female,0
No,33,primary,Female,0
No,31,secondary,Female,0
No,55,primary,Female,1
No,30,tertiary,Female,0
No,44,tertiary,Female,0
No,55,unknown,Female,1
No,47,unknown,Female,1
No,36,unknown,Female,4
No,60,tertiary,Female,1
No,51,unknown,Female,0
No,53,secondary,Female,2
No,62,secondary,Female,1
No,39,primary,Female,0
No,42,tertiary,Female,1
No,39,tertiary,Female,0
No,54,secondary,Female,0
No,21,tertiary,Female,0
No,51,unknown,Female,0
No,31,secondary,Female,1
No,55,tertiary,Female,1
No,53,unknown,Female,2
Yes,56,tertiary,Female,4
No,57,tertiary,Female,3
No,50,tertiary,Female,2
No,46,tertiary,Female,3
No,22,secondary,Female,3
No,45,primary,Female,2
No,25,tertiary,Female,0
No,37,tertiary,Female,1
No,70,unknown,Female,1
No,55,tertiary,Female,1
No,27,tertiary,Female,0
No,55,secondary,Female,1
No,48,tertiary,Female,2
No,62,primary,Female,5
No,19,primary,Female,0
No,25,tertiary,Female,1
No,35,tertiary,Female,2
No,37,primary,Female,0
No,36,unknown,Female,0
No,35,secondary,Female,0
Yes,40,tertiary,Female,0
No,40,unknown,Female,0
No,55,tertiary,Female,0
No,41,primary,Female,1
No,45,tertiary,Female,2
No,37,secondary,Female,0
No,22,primary,Female,0
No,15,unknown,Female,0
No,38,primary,Female,0
No,30,primary,Female,0
No,63,primary,Female,3
No,32,primary,Female,0
No,44,primary,Female,1
No,21,secondary,Female,3
No,17,primary,Female,0
No,44,primary,Female,3
No,23,tertiary,Female,0
No,30,primary,Female,0
No,55,unknown,Female,2
No,40,unknown,Female,3
No,37,primary,Female,1
No,23,tertiary,Female,0
No,42,tertiary,Female,3
No,31,secondary,Female,1
No,31,tertiary,Female,0
No,64,primary,Female,1
No,59,primary,Female,1
Yes,34,tertiary,Female,1
No,23,tertiary,Female,0
No,48,tertiary,Female,1
No,50,primary,Female,0
No,49,secondary,Female,3
No,49,tertiary,Female,1
No,49,tertiary,Female,4
No,50,unknown,Female,1
No,59,tertiary,Female,4
No,59,primary,Female,3
No,44,tertiary,Female,0
No,47,tertiary,Female,2
No,23,secondary,Female,0
No,56,tertiary,Female,1
No,51,tertiary,Female,1
No,25,primary,Female,0
No,30,tertiary,Female,1
No,34,primary,Female,0
No,27,primary,Female,0
No,44,tertiary,Female,3
No,29,secondary,Female,1
No,26,primary,Female,0
No,29,secondary,Female,0
No,40,unknown,Female,0
No,51,secondary,Female,0
No,55,secondary,Female,2
No,20,tertiary,Female,1
No,34,secondary,Female,1
No,39,tertiary,Female,1
Yes,30,primary,Female,1
No,63,secondary,Female,4
No,17,tertiary,Female,0
No,45,secondary,Female,1
No,53,unknown,Female,1
No,18,secondary,Female,0
No,20,tertiary,Female,0
Yes,51,secondary,Female,2
No,30,tertiary,Female,0
No,25,primary,Female,1
No,40,tertiary,Female,0
No,34,tertiary,Female,1
No,37,primary,Female,0
No,61,secondary,Female,1
No,39,secondary,Female,1
No,43,tertiary,Female,0
No,34,tertiary,Female,0
No,20,tertiary,Female,0
No,45,unknown,Female,1
No,36,unknown,Female,2
No,42,tertiary,Female,0
No,53,primary,Female,3
No,56,primary,Female,2
No,40,tertiary,Female,2
No,45,primary,Female,0
No,46,tertiary,Female,1
No,43,tertiary,Female,0
No,61,secondary,Female,4
No,49,tertiary,Female,2
No,38,secondary,Female,0
No,50,tertiary,Female,0
No,42,tertiary,Female,0
No,36,tertiary,Female,1
No,29,tertiary,Male,0
Yes,45,secondary,Male,1
No,55,tertiary,Male,1
No,60,secondary,Male,0
No,37,unknown,Male,0
No,52,unknown,Male,2
No,39,tertiary,Male,1
No,43,primary,Male,0
No,30,primary,Male,0
No,28,secondary,Male,0
No,53,secondary,Male,0
No,47,secondary,Male,0
No,46,tertiary,Male,0
No,52,tertiary,Female,0
No,61,unknown,Female,2
No,52,unknown,Female,0
No,49,tertiary,Female,2
No,50,primary,Female,3
No,26,unknown,Female,0
No,55,tertiary,Female,3
No,42,tertiary,Female,2
No,49,tertiary,Female,2
No,59,secondary,Female,2
Yes,36,primary,Female,0
No,31,unknown,Female,1
No,51,tertiary,Female,0
No,43,primary,Female,0
No,45,primary,Female,0
No,45,secondary,Female,2
No,27,tertiary,Female,0
No,58,tertiary,Female,2
No,44,secondary,Female,0
No,51,secondary,Female,0
Yes,40,secondary,Female,2
No,51,primary,Female,2
No,56,secondary,Female,0
No,45,tertiary,Female,3
No,72,tertiary,Female,2
No,53,tertiary,Female,2
No,55,tertiary,Female,0
No,61,tertiary,Female,0
No,47,secondary,Female,3
No,61,tertiary,Female,2
No,55,unknown,Female,3
No,65,primary,Female,2
No,45,secondary,Female,0
No,25,secondary,Female,2
No,31,tertiary,Female,0
No,55,unknown,Female,2
No,58,tertiary,Female,2
No,39,unknown,Female,0
No,36,tertiary,Female,1
No,38,primary,Female,0
No,54,secondary,Female,0
No,39,primary,Female,2
No,36,secondary,Female,0
No,33,secondary,Female,2
No,46,secondary,Female,2
No,45,tertiary,Female,0
No,43,secondary,Female,2
No,65,tertiary,Female,2
No,38,primary,Female,0
No,59,primary,Female,0
No,57,primary,Female,2
No,62,tertiary,Female,0
No,37,unknown,Female,0
No,58,tertiary,Female,2
No,50,tertiary,Female,3
No,46,secondary,Female,0
No,60,secondary,Female,0
No,55,primary,Female,2
No,47,tertiary,Female,0
No,69,primary,Female,2
No,55,secondary,Female,0
No,41,tertiary,Female,3
No,32,secondary,Female,1
No,32,unknown,Female,0
No,47,primary,Female,3
No,55,primary,Female,0
No,51,secondary,Female,3
No,59,tertiary,Female,2
Yes,79,secondary,Female,2
No,47,tertiary,Female,2
No,46,primary,Female,0
No,37,primary,Female,0
No,39,primary,Female,2
No,39,unknown,Female,1
No,57,primary,Female,0
No,60,secondary,Female,2
No,28,unknown,Female,0
No,44,unknown,Female,2
No,49,primary,Female,0
No,44,primary,Female,2
No,49,primary,Female,2
No,61,unknown,Female,2
No,53,unknown,Female,2
No,57,secondary,Female,3
No,48,secondary,Female,0
No,39,primary,Female,0
No,62,tertiary,Female,0
No,46,tertiary,Female,2
No,54,tertiary,Female,3
No,30,secondary,Female,1
No,53,tertiary,Female,0
No,49,tertiary,Female,0
No,40,primary,Female,1
No,48,unknown,Female,0
No,45,tertiary,Female,0
No,61,primary,Female,0
Yes,41,secondary,Female,2
No,49,primary,Female,3
No,59,tertiary,Female,2
No,44,tertiary,Female,0
No,50,tertiary,Female,2
No,46,unknown,Female,0
No,67,unknown,Female,0
No,45,tertiary,Female,2
No,44,tertiary,Female,2
No,52,tertiary,Female,2
No,70,primary,Female,2
No,68,unknown,Female,2
No,31,primary,Female,1
No,53,unknown,Female,3
No,46,primary,Female,0
No,58,secondary,Female,0
No,46,primary,Female,2
No,54,primary,Female,2
No,63,tertiary,Female,2
No,43,unknown,Female,0
No,45,unknown,Female,3
No,43,tertiary,Female,0
No,53,tertiary,Female,0
No,55,unknown,Female,0
No,41,secondary,Female,2
No,49,unknown,Female,2
No,52,primary,Female,2
No,33,unknown,Female,0
No,58,unknown,Female,2
No,44,tertiary,Female,0
